source,url,rating,year
Record Of Youth [Youth Record],https://thefangirlverdict.com/2020/12/07/review-record-of-youth/,B,2020
Red Single Heart [Bloody Heart],https://thefangirlverdict.com/2022/07/18/review-bloody-heart/,B+,2022
Red Sky [Lovers Of The Red Sky],https://thefangirlverdict.com/2021/10/21/dropped-lovers-of-the-red-sky/,D,2021
"Red Sleeve, The",https://thefangirlverdict.com/2022/02/22/review-the-red-sleeve/,A,2022
Red Swan,https://thefangirlverdict.com/2024/08/04/review-red-swan/,B,2024
"Red Teacher, The [Drama Special]",https://thefangirlverdict.com/2021/08/13/flash-review-the-red-teacher-drama-special/,A-,2021
Reincarnation Love [Mini Drama],https://thefangirlverdict.com/2022/01/07/flash-review-reincarnation-love/,B+,2022
"Reply 1988 [Answer Me, 1988]",http://thefangirlverdict.com/2016/02/21/review-answer-me-1988-reply-1988/,A,2016
"Reply 1994 [Answer Me, 1994]",http://thefangirlverdict.com/2015/04/01/review-answer-me-1994-reply-1994/,A-,2015
"Reply 1997 [Answer Me, 1997]",http://thefangirlverdict.com/2012/12/15/review-answer-me-1997/,A-,2012
Reset [China],https://thefangirlverdict.com/2022/04/12/review-reset-china/,A ,2022
Resident Playbook,https://thefangirlverdict.com/2025/06/02/review-resident-playbook/,A-,2025
Review Notebook Of My Embarrassing Days [Drama Special],https://thefangirlverdict.com/2021/01/31/flash-review-review-notebook-of-my-embarrassing-days-drama-special/,B++,2021
"Rich Man, Poor Woman [Japan]",http://thefangirlverdict.com/2017/11/27/flash-review-rich-man-poor-woman-japan/,C+,2017
"Rise Of Phoenixes, The [China]",https://thefangirlverdict.com/2021/01/16/flash-review-the-rise-of-phoenixes-china/,B,2021
River Where The Moon Rises,https://thefangirlverdict.com/2021/12/21/dropped-river-where-the-moon-rises/,D,2021
Romance Full Of Life [Three Colors Of Fantasies: Green],http://thefangirlverdict.com/2018/03/01/flash-review-romance-full-of-life-three-colors-of-fantasies-green/,B-,2018
Romance In The House,https://thefangirlverdict.com/2024/11/10/review-romance-in-the-house/,B,2024
Romance Is A Bonus Book,http://thefangirlverdict.com/2019/04/22/review-romance-is-a-bonus-book/,A,2019
"Romance Of Tiger And Rose, The [China]",https://thefangirlverdict.com/2020/10/10/flash-review-the-romance-of-tiger-and-rose-china/,B,2020
Romantic Doctor Teacher Kim 2,https://thefangirlverdict.com/2023/05/21/flash-review-dr-romantic-2/,A-,2023
Romantic Doctor Teacher Kim 3,https://thefangirlverdict.com/2023/08/14/review-dr-romantic-3/,B++,2023
Romantics Anonymous [Japan],https://thefangirlverdict.com/2025/11/30/review-romantics-anonymous-japan/,B++,2025
Rooftop Prince,http://thefangirlverdict.com/2012/12/12/review-rooftop-prince/,B+,2012
Rookie Historian Goo Hae Ryung,http://thefangirlverdict.com/2019/10/17/flash-review-rookie-historian-goo-hae-ryung/,B,2019
"Rose And A Tulip, A [Japan] [Movie]",https://thefangirlverdict.com/2022/03/13/flash-review-a-rose-and-a-tulip-japan-movie/,B,2022
Run On,https://thefangirlverdict.com/2021/04/12/review-run-on/,B,2021
Sado [The Throne] [Movie],http://thefangirlverdict.com/2016/04/18/flash-review-the-throne-sado-movie/,A-,2016
Sassy Go Go [Cheer Up],http://thefangirlverdict.com/2015/11/29/review-sassy-go-go-cheer-up/,B,2015
Secret Affair [Secret Love Affair],http://thefangirlverdict.com/2014/09/12/review-secret-love-affair/,A++,2014
Serendipity’s Embrace,https://thefangirlverdict.com/2024/09/02/review-serendipitys-embrace/,B,2024
Scholar Who Walks The Night,http://thefangirlverdict.com/2015/11/02/flash-review-scholar-who-walks-the-night/,C+,2015
School 2013,http://thefangirlverdict.com/2013/05/14/review-school-2013/,A+,2013
School 2017,http://thefangirlverdict.com/2017/10/25/dropped-school-2017/,D,2017
"School Nurse Files, The",https://thefangirlverdict.com/2020/11/17/flash-review-the-school-nurse-files/,B ,2020
Scripting Your Destiny,https://thefangirlverdict.com/2021/06/04/review-scripting-your-destiny/,B+,2021
Search: WWW,http://thefangirlverdict.com/2019/09/23/review-search-www/,A,2019
"Secret Life Of My Secretary, The",http://thefangirlverdict.com/2020/04/10/review-the-secret-life-of-my-secretary/,B,2020
Secret Love – Have You Ever Had Coffee With An Angel?,http://thefangirlverdict.com/2015/03/06/flash-review-secret-love-have-you-ever-had-coffee-with-an-angel/,B,2015
Secret Love Affair [Secret Affair],http://thefangirlverdict.com/2014/09/12/review-secret-love-affair/,A++,2014
"Secret Message, The",http://thefangirlverdict.com/2015/11/25/dropped-the-secret-message/,D,2015
See You In My 19th Life,https://thefangirlverdict.com/2023/07/31/review-see-you-in-my-19th-life/,B+,2023
Sensory Couple [The Girl Who Sees Smells],http://thefangirlverdict.com/2015/06/23/flash-review-sensory-couple-the-girl-who-sees-smells/,C+,2015
Seobok [Movie],https://thefangirlverdict.com/2022/02/06/flash-review-seobok-movie/,B,2022
Seven First Kisses,http://thefangirlverdict.com/2017/01/05/flash-review-seven-first-kisses/,B,2017
Shan Shan Comes To Eat [Boss & Me] [China],http://thefangirlverdict.com/2017/11/01/flash-review-shan-shan-comes-to-eat-boss-me-china/,B,2017
Shanai Marriage Honey [Japan],https://thefangirlverdict.com/2021/02/12/flash-review-shanai-marriage-honey-japan/,B+,2021
Shark: The Beginning [Movie],https://thefangirlverdict.com/2022/05/30/flash-review-shark-the-beginning-movie/,B+,2022
"Sharply Graceful Girl, A [Japan]",http://thefangirlverdict.com/2020/03/31/flash-review-a-sharply-graceful-girl-japan/,B,2020
She is WOW,http://thefangirlverdict.com/2015/03/01/flash-review-she-is-wow/,C+,2015
She Was Pretty,http://thefangirlverdict.com/2015/11/17/review-she-was-pretty/,A,2015
She Would Never Know [Sunbae Don’t Put On That Lipstick],https://thefangirlverdict.com/2021/04/20/review-she-would-never-know/,A,2021
Shin’s Project,https://thefangirlverdict.com/2025/11/16/review-shins-project/,B+,2025
Shining For One Thing [China],https://thefangirlverdict.com/2022/09/05/review-shining-for-one-thing-china/,B++,2022
Shut Up Flower Boy Band,http://thefangirlverdict.com/2012/12/12/review-shut-up-flower-boy-band/,A+,2012
Silent [Japan],https://thefangirlverdict.com/2023/05/28/review-silent-japan/,A,2023
"Silent Sea, The",https://thefangirlverdict.com/2022/06/13/flash-review-the-silent-sea/,B-,2022
Sisyphus: The Myth,https://thefangirlverdict.com/2021/05/09/review-sisyphus-the-myth/,B-,2021
SKY Castle,http://thefangirlverdict.com/2019/02/08/review-sky-castle/,A,2019
Slave Hunter [Chuno],http://thefangirlverdict.com/2013/07/27/review-chuno-slave-hunter/,A++,2013
Sleeping Jukujo [Nemureru Mori no Jukujo] [Japan],http://thefangirlverdict.com/2020/02/28/flash-review-nemureru-mori-no-jukujo-sleeping-jukujo-japan/,B+,2020
Sly and Single Again [Cunning Single Lady],http://thefangirlverdict.com/2014/07/24/review-cunning-single-lady-sly-and-single-again/,B+,2014
Smart Doctor Living [Hospital Playlist],http://thefangirlverdict.com/2020/07/16/review-hospital-playlist/,A-,2020
Smart Prison Living [Prison Playbook],http://thefangirlverdict.com/2018/05/27/review-prison-playbook-wise-prison-life/,A-,2018
"Smile Has Left Your Eyes, The [Hundred Million Stars From The Sky]",http://thefangirlverdict.com/2019/05/28/flash-review-the-smile-has-left-your-eyes-hundred-million-stars-from-the-sky/,B,2019
Snowdrop,https://thefangirlverdict.com/2022/02/12/dropped-snowdrop/,D,2022
Someday Or One Day [Taiwan],https://thefangirlverdict.com/2020/12/22/review-someday-or-one-day-taiwan/,A+ ,2020
Someday Or One Day [Movie] [Taiwan],https://thefangirlverdict.com/2023/02/20/review-someday-or-one-day-taiwanmovie/,A-,2023
Something About 1% [1% of Anything],http://thefangirlverdict.com/2017/04/29/flash-review-something-about-1-1-of-anything/,B+,2017
Something In The Rain [Pretty Noona Who Buys Me Food],http://thefangirlverdict.com/2018/07/08/review-pretty-noona-who-buys-me-food-something-in-the-rain/,C,2018
"Sound Of Magic, The",https://thefangirlverdict.com/2022/06/05/review-the-sound-of-magic/,B,2022
Soundtrack #1 [Mini Series],https://thefangirlverdict.com/2022/04/18/review-soundtrack-1-mini-series/,B++,2022
Spice Up Our Love,https://thefangirlverdict.com/2024/10/14/flash-review-spice-up-our-love/,B+,2024
Splash Splash Love,http://thefangirlverdict.com/2015/12/24/flash-review-splash-splash-love/,A,2015
Squid Game,https://thefangirlverdict.com/2021/10/09/review-squid-game/,A- ,2021
Star Of The Universe [Three Colors Of Fantasies: White],http://thefangirlverdict.com/2018/03/14/flash-review-star-of-the-universe-three-colors-of-fantasies-white/,B++,2018
Start-Up,https://thefangirlverdict.com/2021/02/04/review-start-up/,B,2021
Still 17 [Thirty But Seventeen],http://thefangirlverdict.com/2018/11/08/review-thirty-but-seventeen-still-17/,A-,2018
"Story Of Minglan, The [China]",http://thefangirlverdict.com/2019/10/05/flash-review-the-story-of-minglan-china/,B+,2019
"Story Of Park’s Marriage Contract, The",https://thefangirlverdict.com/2024/01/21/review-the-story-of-parks-marriage-contract/,B-,2024
Stove League,http://thefangirlverdict.com/2020/03/30/flash-review-stove-league/,B++,2020
Strange Lawyer Woo Young Woo,https://thefangirlverdict.com/2022/09/25/review-extraordinary-attorney-woo/,B+,2022
Strong Woman Do Bong Soon,http://thefangirlverdict.com/2018/02/20/review-strong-woman-do-bong-soon/,B,2018
Study Group,https://thefangirlverdict.com/2025/04/06/flash-review-study-group/,B+,2025
Suddenly Seventeen [Chinese Movie],http://thefangirlverdict.com/2017/06/12/flash-review-suddenly-seventeen-chinese-movie/,B+,2017
Suddenly This Summer [China],http://thefangirlverdict.com/2019/08/15/flash-review-suddenly-this-summer-china/,B++,2019
Suits,http://thefangirlverdict.com/2018/06/27/flash-review-suits/,B,2018
Sunbae Don’t Put On That Lipstick [She Would Never Know],https://thefangirlverdict.com/2021/04/20/review-she-would-never-know/,A,2021
Sungkyunkwan Scandal,http://thefangirlverdict.com/2015/03/06/review-sungkyunkwan-scandal/,A,2015
Sunset In My Hometown [Movie],https://thefangirlverdict.com/2021/12/25/flash-review-sunset-in-my-hometown-movie/,B++,2021
Surplus Princess,http://thefangirlverdict.com/2015/07/03/flash-review-surplus-princess/,C++,2015
"Suspect, The [Movie]",http://thefangirlverdict.com/2014/01/16/review-the-suspect-guest-post/,B,2014
Suspicious Partner,http://thefangirlverdict.com/2017/10/03/review-suspicious-partner/,B+,2017
Sweet Home,https://thefangirlverdict.com/2021/03/11/flash-review-sweet-home/,B+,2021
"Swordsman, The [Movie]",https://thefangirlverdict.com/2022/04/17/flash-review-the-swordsman-movie/,B,2022
Takane And Hana [Takane to Hana] [Japan],https://thefangirlverdict.com/2021/08/20/flash-review-takane-and-hana-takane-to-hanajapan/,B,2021
"Tale Of Lady Ok, The",https://thefangirlverdict.com/2025/02/16/review-the-tale-of-lady-ok/,B++,2025
"Tale Of Nokdu, The",http://thefangirlverdict.com/2019/12/01/review-the-tale-of-nokdu/,B,2019
"Tale Of Rose, The [China]",https://thefangirlverdict.com/2024/08/25/review-the-tale-of-rose-china/,B++,2024
"Taste of Curry, The [Drama Special]",http://thefangirlverdict.com/2015/05/10/flash-review-the-taste-of-curry-drama-special/,B+,2015
Taxi Driver,https://thefangirlverdict.com/2021/11/22/dropped-taxi-driver/,D,2021
"Technicians, The [Movie]",http://thefangirlverdict.com/2015/03/09/review-the-technicians-movie/,B,2015
Tell Me That You Love Me,https://thefangirlverdict.com/2025/01/06/review-tell-me-that-you-love-me/,B+,2025
Tell Me Your Wish [If You Wish Upon Me],https://thefangirlverdict.com/2022/11/20/review-if-you-wish-upon-me/,B+,2022
Temperature Of Love,http://thefangirlverdict.com/2017/11/28/dropped-temperature-of-love/,D,2017
Tempest,https://thefangirlverdict.com/2025/10/19/review-tempest/,B,2025
Terius Behind Me [My Secret Terius],http://thefangirlverdict.com/2019/02/17/flash-review-terius-behind-me-my-secret-terius/,B,2019
"Three Lives Three Worlds, Ten Miles of Peach Blossoms [China]",http://thefangirlverdict.com/2017/04/13/flash-review-ten-miles-of-peach-blossom-china/,A-,2017
"That Winter, The Wind Blows",http://thefangirlverdict.com/2013/08/21/review-that-winter-the-wind-blows/,C+,2013
The 1st Shop Of Coffee Prince [Coffee Prince],http://thefangirlverdict.com/2019/01/03/review-coffee-prince/,A,2019
The Advisors Alliance [China],http://thefangirlverdict.com/2018/02/15/dropped-the-advisors-alliance-china/,D,2018
The Atypical Family,https://thefangirlverdict.com/2024/06/23/review-the-atypical-family/,B+,2024
The Ballot [IntoThe Ring] [Memorials],https://thefangirlverdict.com/2020/11/13/review-into-the-ring-memorials/,B+,2020
The Beauty Inside [Drama],http://thefangirlverdict.com/2018/12/19/review-beauty-inside/,B+,2018
The Beauty Inside [Movie],http://thefangirlverdict.com/2016/01/06/flash-review-beauty-inside-movie/,B,2016
The Best Day Of My Life [China],https://thefangirlverdict.com/2025/01/31/flash-review-the-best-day-of-my-life-china/,B-,2025
The Best Hit,http://thefangirlverdict.com/2017/10/28/flash-review-the-best-hit/,B-,2017
The Best Thing [China],https://thefangirlverdict.com/2025/05/25/review-the-best-thing-china/,B+,2025
The Bond [China],https://thefangirlverdict.com/2022/01/14/review-the-bond-china/,B++,2022
The Crowned Clown,http://thefangirlverdict.com/2019/03/25/review-the-crowned-clown/,A,2019
The Devil Judge,https://thefangirlverdict.com/2021/09/20/review-the-devil-judge/,B-,2021
The Dude In Me [Inside Me] [Movie],http://thefangirlverdict.com/2019/04/13/flash-review-the-dude-in-me-inside-me-movie/,C++,2019
The Equator Man,http://thefangirlverdict.com/2013/01/17/review-the-equator-man/,C,2013
The Eternal Love [China],http://thefangirlverdict.com/2017/10/02/flash-review-the-eternal-love-china/,C,2017
The Final Match [Last Match],http://thefangirlverdict.com/2015/05/25/flash-review-the-final-match-last-match/,B-,2015
The First Frost [China],https://thefangirlverdict.com/2025/04/27/review-the-first-frost-china/,B++,2025
The First Half Of My Life [China],http://thefangirlverdict.com/2018/01/12/flash-review-the-first-half-of-my-life-china/,A,2018
The First Night with the Duke,https://thefangirlverdict.com/2025/08/03/review-the-first-night-with-the-duke/,B,2025
The Flower Of Evil,https://thefangirlverdict.com/2020/11/21/review-flower-of-evil/,B,2020
The Full-Time Wife Escapist [Japan] [We Married As A Job],https://thefangirlverdict.com/2017/09/14/flash-review-we-married-as-a-job-japan/,A-,2017
The Girl Who Sees Smells [Sensory Couple],http://thefangirlverdict.com/2015/06/23/flash-review-sensory-couple-the-girl-who-sees-smells/,C+,2015
The Glory [Part 1],https://thefangirlverdict.com/2023/02/27/review-the-glory-part-1/,B++,2023
The Glory [Part 2],https://thefangirlverdict.com/2023/04/16/review-the-glory-part-2/,B+,2023
The Haunted Palace,https://thefangirlverdict.com/2025/06/15/review-the-haunted-palace/,B+,2025
The Heavenly Idol,https://thefangirlverdict.com/2023/04/23/review-the-heavenly-idol/,C+,2023
The Heirs [Heirs],http://thefangirlverdict.com/2014/01/31/review-heirs/,C+,2014
The Impossible Heir,https://thefangirlverdict.com/2024/03/19/dropped-the-impossible-heir/,D,2024
The Innocent Man [Nice Guy],http://thefangirlverdict.com/2015/05/15/flash-review-nice-guy-the-innocent-man/,B,2015
The Judge From Hell,https://thefangirlverdict.com/2024/11/24/review-the-judge-from-hell/,B+,2024
The K2,http://thefangirlverdict.com/2017/02/06/dropped-the-k2/,D,2017
The King 2 Hearts,http://thefangirlverdict.com/2012/12/12/review-the-king-2-hearts/,A,2012
The King Loves,http://thefangirlverdict.com/2017/10/20/review-the-king-loves/,B,2017
The King: Eternal Monarch,https://thefangirlverdict.com/2020/10/25/review-the-king-eternal-monarch/,B,2020
The King’s Affection,https://thefangirlverdict.com/2022/02/17/review-the-kings-affection/,B,2022
"The King’s Daughter, Soo Baek Hyang",http://thefangirlverdict.com/2015/02/26/review-kings-daughter-soo-baek-hyang/,B,2015
The Last Empress [An Empress’s Dignity],http://thefangirlverdict.com/2019/02/27/flash-review-the-last-empress-an-empresss-dignity/,B,2019
The Light In Your Eyes [Dazzling] [Radiant],http://thefangirlverdict.com/2019/04/29/flash-review-the-light-in-your-eyes-dazzling/,A,2019
The Longest Day in Chang’an [China],http://thefangirlverdict.com/2019/12/20/flash-review-the-longest-day-in-changan-china/,B+,2019
The Lord of the Drama [King of Dramas],http://thefangirlverdict.com/2013/09/23/review-king-of-dramas/,A-,2013
The Love Knot: His Excellency’s First Love [Moonshine And Valentine] [China],http://thefangirlverdict.com/2018/06/30/flash-review-moonshine-and-valentine-the-love-knot-his-excellencys-first-love-china/,C+,2018
The Love You Give Me [China],https://thefangirlverdict.com/2023/09/24/flash-review-the-love-you-give-me-china/,B+,2023
The Magician [Movie],http://thefangirlverdict.com/2016/03/22/flash-review-the-magician-movie/,B-,2016
The Makanai: Cooking for the Maiko House [Japan],https://thefangirlverdict.com/2023/02/19/review-the-makanai-cooking-for-the-maiko-house-japan/,B++,2023
The Master’s Sun,http://thefangirlverdict.com/2014/03/14/review-masters-sun/,B-,2014
The Midnight Romance in Hagwon,https://thefangirlverdict.com/2024/07/21/review-the-midnight-romance-in-hagwon/,B,2024
The Moon that Embraces the Sun,http://thefangirlverdict.com/2012/12/12/review-the-moon-that-embraces-the-sun/,A-,2012
The One And Only,https://thefangirlverdict.com/2022/06/06/dropped-the-one-and-only/,D,2022
The Princess Royal [China],https://thefangirlverdict.com/2024/09/15/review-the-princess-royal-china/,B,2024
The Princess’s Man,http://thefangirlverdict.com/2013/02/04/review-the-princess-man/,A,2013
The Prisoner Of Beauty [China],https://thefangirlverdict.com/2025/07/27/review-the-prisoner-of-beauty-china/,B+,2025
The Queen’s Umbrella,https://thefangirlverdict.com/2022/12/25/review-under-the-queens-umbrella/,A,2022
The Rational Life [China],https://thefangirlverdict.com/2021/11/12/review-the-rational-life-china/,B+,2021
The Reason I’m Getting Married [Drama Special],http://thefangirlverdict.com/2015/03/11/flash-review-drama-special-the-reason-im-getting-married/,B+,2015
The Reason We Can’t Sleep [Drama Special],https://thefangirlverdict.com/2021/11/16/flash-review-the-reason-we-cant-sleep-drama-special/,B,2021
The Reason Why I Can’t Tell You [Drama Special],https://thefangirlverdict.com/2021/08/27/flash-review-the-reason-why-i-cant-tell-you-drama-special/,B+,2021
The Red Sleeve,https://thefangirlverdict.com/2022/02/22/review-the-red-sleeve/,A,2022
The Red Teacher [Drama Special],https://thefangirlverdict.com/2021/08/13/flash-review-the-red-teacher-drama-special/,A-,2021
The Rise Of Phoenixes [China],https://thefangirlverdict.com/2021/01/16/flash-review-the-rise-of-phoenixes-china/,B,2021
The Romance Of Tiger And Rose [China],https://thefangirlverdict.com/2020/10/10/flash-review-the-romance-of-tiger-and-rose-china/,B,2020
The School Nurse Files,https://thefangirlverdict.com/2020/11/17/flash-review-the-school-nurse-files/,B ,2020
The Secret Life Of My Secretary,http://thefangirlverdict.com/2020/04/10/review-the-secret-life-of-my-secretary/,B,2020
The Secret Message,http://thefangirlverdict.com/2015/11/25/dropped-the-secret-message/,D,2015
The Silent Sea,https://thefangirlverdict.com/2022/06/13/flash-review-the-silent-sea/,B-,2022
The Slave Hunters [Chuno],http://thefangirlverdict.com/2013/07/27/review-chuno-slave-hunter/,A++,2013
The Smile Has Left Your Eyes [Hundred Million Stars From The Sky],http://thefangirlverdict.com/2019/05/28/flash-review-the-smile-has-left-your-eyes-hundred-million-stars-from-the-sky/,B,2019
The Sound Of Magic,https://thefangirlverdict.com/2022/06/05/review-the-sound-of-magic/,B,2022
The Story Of Minglan [China],http://thefangirlverdict.com/2019/10/05/flash-review-the-story-of-minglan-china/,B+,2019
The Story Of Park’s Marriage Contract,https://thefangirlverdict.com/2024/01/21/review-the-story-of-parks-marriage-contract/,B-,2024
The Suspect [Movie],http://thefangirlverdict.com/2014/01/16/review-the-suspect-guest-post/,B,2014
The Swordsman [Movie],https://thefangirlverdict.com/2022/04/17/flash-review-the-swordsman-movie/,B,2022
The Tale Of Lady Ok,https://thefangirlverdict.com/2025/02/16/review-the-tale-of-lady-ok/,B++,2025
The Tale Of Nokdu,http://thefangirlverdict.com/2019/12/01/review-the-tale-of-nokdu/,B,2019
The Tale Of Rose [China],https://thefangirlverdict.com/2024/08/25/review-the-tale-of-rose-china/,B++,2024
The Taste of Curry [Drama Special],http://thefangirlverdict.com/2015/05/10/flash-review-the-taste-of-curry-drama-special/,B+,2015
The Technicians [Movie],http://thefangirlverdict.com/2015/03/09/review-the-technicians-movie/,B,2015
The Third Charm,http://thefangirlverdict.com/2018/12/13/review-the-third-charm/,B++,2018
The Three Musketeers,http://thefangirlverdict.com/2014/12/09/review-the-three-musketeers/,B,2014
The Throne [Sado] [Movie],http://thefangirlverdict.com/2016/04/18/flash-review-the-throne-sado-movie/,A-,2016
The Trauma Code: Heroes On Call,https://thefangirlverdict.com/2025/03/10/review-the-trauma-code-heroes-on-call/,A-,2025
The Trunk,https://thefangirlverdict.com/2024/12/29/review-the-trunk/,B+,2024
The Tuna And The Dolphin [Drama Special],https://thefangirlverdict.com/2022/03/27/flash-review-the-tuna-and-the-dolphin-drama-special/,B,2022
The Uncanny Counter,https://thefangirlverdict.com/2021/02/20/review-the-uncanny-counter/,B++,2021
The Winning Try,https://thefangirlverdict.com/2025/09/28/review-the-winning-try/,B+,2025
The Witch,https://thefangirlverdict.com/2025/03/30/dropped-the-witch/,D,2025
The Witch’s Diner,https://thefangirlverdict.com/2021/10/15/flash-review-the-witchs-diner/,B,2021
The World Of The Married [A Couple’s World],http://thefangirlverdict.com/2020/07/21/review-a-couples-world-world-of-the-married/,A-,2020
The Worst Of Evil,https://thefangirlverdict.com/2023/12/17/review-the-worst-of-evil/,B+,2023
"Third Charm, The",http://thefangirlverdict.com/2018/12/13/review-the-third-charm/,B++,2018
Thirty But Seventeen [Still 17],http://thefangirlverdict.com/2018/11/08/review-thirty-but-seventeen-still-17/,A-,2018
Thirty-Nine,https://thefangirlverdict.com/2022/03/14/dropped-thirty-nine/,D,2022
This Guy Is The Biggest Mistake In My Life [Japan],http://thefangirlverdict.com/2020/04/23/flash-review-this-guy-is-the-biggest-mistake-in-my-life-japan/,B-,2020
This Life Is Our First [Because This Is My First Life],http://thefangirlverdict.com/2017/12/04/flash-review-because-this-is-my-first-life/,A-,2017
"Three Musketeers, The",http://thefangirlverdict.com/2014/12/09/review-the-three-musketeers/,B,2014
"Throne, The [Sado] [Movie]",http://thefangirlverdict.com/2016/04/18/flash-review-the-throne-sado-movie/,A-,2016
Thumping Spike 2,http://thefangirlverdict.com/2017/02/14/dropped-thumping-spike-2/,D,2017
"Time Called You, A",https://thefangirlverdict.com/2023/11/27/review-a-time-called-you/,B,2023
Timing [Web Drama],https://thefangirlverdict.com/2020/10/14/flash-review-timing-web-drama/,B,2020
To Fly With You [China],https://thefangirlverdict.com/2025/02/03/flash-review-to-fly-with-you-china/,B+,2025
To The Beautiful You,http://thefangirlverdict.com/2012/12/19/review-to-the-beautiful-you/,B,2012
To. Jenny [Drama Special],https://thefangirlverdict.com/2020/11/10/flash-review-to-jenny-drama-special/,B++,2020
Tomorrow Cantabile [Nae Il’s Cantabile] [Cantabile Tomorrow],http://thefangirlverdict.com/2015/07/20/flash-review-cantabile-tomorrow/,B-,2015
Touch Your Heart [Reach Of Sincerity],http://thefangirlverdict.com/2019/05/05/review-touch-your-heart-reach-of-sincerity/,B+,2019
Traces Of Love [Drama Special],https://thefangirlverdict.com/2021/01/04/flash-review-traces-of-love-drama-special/,B+,2021
Train To Busan [Movie],https://thefangirlverdict.com/2022/06/10/flash-review-train-to-busan-movie/,B++,2022
"Trauma Code: Heroes On Call, The",https://thefangirlverdict.com/2025/03/10/review-the-trauma-code-heroes-on-call/,A-,2025
Trip [A Jaunt] [Drama Special],https://thefangirlverdict.com/2020/12/18/flash-review-a-jaunt-drama-special/,B++,2020
True Beauty,https://thefangirlverdict.com/2021/03/23/review-true-beauty/,B+,2021
True To Love [Bo Ra! Deborah],https://thefangirlverdict.com/2023/06/04/review-true-to-love-bo-ra-deborah/,B-,2023
"Trunk, The",https://thefangirlverdict.com/2024/12/29/review-the-trunk/,B+,2024
"Tuna And The Dolphin, The [Drama Special]",https://thefangirlverdict.com/2022/03/27/flash-review-the-tuna-and-the-dolphin-drama-special/,B,2022
Twelve Letters [China],https://thefangirlverdict.com/2026/01/25/review-twelve-letters-china/,A+,2026
Twenty Again,http://thefangirlverdict.com/2015/12/15/review-twenty-again/,A,2015
"Twenty Five, Twenty One",https://thefangirlverdict.com/2022/05/02/review-twenty-five-twenty-one/,A,2022
Twenty Years Old [20’s],http://thefangirlverdict.com/2015/04/10/flash-review-twenty-years-old-20s/,B+,2015
Twinkling Watermelon,https://thefangirlverdict.com/2024/01/14/review-twinkling-watermelon/,A-,2024
Two Lights: Relúmĭno,http://thefangirlverdict.com/2018/03/15/flash-review-two-lights-relumino/,B+,2018
Two Weeks,http://thefangirlverdict.com/2014/07/02/review-two-weeks/,A-,2014
Typhoon Family,https://thefangirlverdict.com/2025/12/21/review-typhoon-family/,B-,2025
"Uncanny Counter, The",https://thefangirlverdict.com/2021/02/20/review-the-uncanny-counter/,B++,2021
Unchained Love [China],https://thefangirlverdict.com/2023/01/22/dropped-unchained-love-china/,D,2023
Uncontrollably Fond,http://thefangirlverdict.com/2016/09/02/dropped-uncontrollably-fond/,D,2016
Uncle,https://thefangirlverdict.com/2022/03/31/review-uncle/,B-,2022
Under The Hawthorn Tree [Chinese Movie],http://thefangirlverdict.com/2017/06/26/flash-review-under-the-hawthorn-tree-chinese-movie/,A,2017
Under The Queen’s Umbrella,https://thefangirlverdict.com/2022/12/25/review-under-the-queens-umbrella/,A,2022
Undercover High School,https://thefangirlverdict.com/2025/04/13/review-undercover-high-school/,B+,2025
Upcoming Summer [China] [Movie],https://thefangirlverdict.com/2022/04/15/flash-review-upcoming-summer-china-movie/,B+,2022
Vampire Prosecutor,http://thefangirlverdict.com/2013/02/13/review-vampire-prosecutor/,A,2013
Vampire Prosecutor 2,http://thefangirlverdict.com/2013/03/01/review-vampire-prosecutor-2/,B+,2013
Vincenzo,https://thefangirlverdict.com/2021/06/10/review-vincenzo/,B++,2021
VIP,http://thefangirlverdict.com/2020/01/30/flash-review-vip/,B++,2020
"Virtuous Business, A",https://thefangirlverdict.com/2024/12/02/review-a-virtuous-business/,B+,2024
W-Two Worlds,http://thefangirlverdict.com/2016/10/08/flash-review-w-two-worlds/,B,2016
Warrior Baek Dong Soo,http://thefangirlverdict.com/2015/08/06/review-warrior-baek-dong-soo/,B-,2015
Way Back Love,https://thefangirlverdict.com/2025/05/11/review-way-back-love/,A-,2025
We Married As A Job [Japan],http://thefangirlverdict.com/2017/09/14/flash-review-we-married-as-a-job-japan/,A-,2017
Weightlifting Fairy Kim Bok Joo,http://thefangirlverdict.com/2017/01/18/review-weightlifting-fairy-kim-bok-joo/,A+,2017
Welcome To Samdalri,https://thefangirlverdict.com/2024/02/18/review-welcome-to-samdalri/,B++,2024
Well Intended Love [China],http://thefangirlverdict.com/2019/05/06/flash-review-well-intended-love-china/,C+,2019
"Werewolf Boy, A [Movie]",http://thefangirlverdict.com/2016/04/07/flash-review-a-werewolf-boy-movie/,A-,2016
What Comes After Love [Korea-Japan],https://thefangirlverdict.com/2024/11/03/flash-review-what-comes-after-love-korea-japan/,B+,2024
What’s Up?,http://thefangirlverdict.com/2013/01/14/review-whats-up/,B,2013
What’s Wrong With Secretary Kim? [Why Secretary Kim],http://thefangirlverdict.com/2018/08/10/flash-review-whats-wrong-with-secretary-kim-why-secretary-kim/,B,2018
When I Fly Towards You [China],https://thefangirlverdict.com/2023/09/11/review-when-i-fly-towards-you-china/,B++,2023
When Life Gives You Tangerines,https://thefangirlverdict.com/2025/04/20/review-when-life-gives-you-tangerines/,A++,2025
